timestamp,detections,path,count,Event.System.Provider,Event ID,Record ID,Computer,Event Data
2026-04-08T22:04:15.006483+00:00,Important Windows Eventlog Cleared,events2/System.evtx,1,Microsoft-Windows-Eventlog,104,1480,DESKTOP-8T2FTQR,
2026-04-08T22:04:26.438792+00:00,Important Windows Eventlog Cleared,events2/System.evtx,1,Microsoft-Windows-Eventlog,104,1481,DESKTOP-8T2FTQR,
2026-04-08T22:04:39.370528+00:00,Important Windows Eventlog Cleared,events2/System.evtx,1,Microsoft-Windows-Eventlog,104,1482,DESKTOP-8T2FTQR,
2026-04-08T22:04:52.580698+00:00,Important Windows Eventlog Cleared,events2/System.evtx,1,Microsoft-Windows-Eventlog,104,1483,DESKTOP-8T2FTQR,
2026-04-08T22:07:53.591866+00:00,LSASS Dump Keyword In CommandLine;Potentially Suspicious Rundll32 Activity,events2/Microsoft-Windows-Sysmon%4Operational.evtx,1,Microsoft-Windows-Sysmon,1,5930,DESKTOP-8T2FTQR,"Image: C:\Windows\System32\rundll32.exe
RuleName: '-'
Description: Windows host process (Rundll32)
OriginalFileName: RUNDLL32.EXE
TerminalSessionId: 1
ParentCommandLine: '""C:\WINDOWS\system32\cmd.exe"" '
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
ParentProcessId: 3684
ParentUser: DESKTOP-8T2FTQR\CozyBear
LogonGuid: 732A33C0-CB03-69D6-2ADB-010000000000
Hashes: SHA256=4193F529BFF2729769D82CB83EE206D2AF16C59208D6DC5CD8B54CD9C6703A11
ParentProcessGuid: 732A33C0-D129-69D6-A401-000000000800
ProcessId: 9224
CurrentDirectory: C:\Windows\System32\
ProcessGuid: 732A33C0-D1B9-69D6-A601-000000000800
CommandLine: rundll32.exe  C:\Windows\temp\comsvcs.dll, MiniDump 804 C:\Temp\LSASSdump.dmp
FileVersion: 10.0.26100.7309 (WinBuild.160101.0800)
User: DESKTOP-8T2FTQR\CozyBear
LogonId: '0x1db2a'
IntegrityLevel: High
ParentImage: C:\Windows\System32\cmd.exe
UtcTime: 2026-04-08 22:07:53.590
"
2026-04-08T22:08:59.174887+00:00,LSASS Dump Keyword In CommandLine;Potentially Suspicious Rundll32 Activity,events2/Microsoft-Windows-Sysmon%4Operational.evtx,1,Microsoft-Windows-Sysmon,1,5934,DESKTOP-8T2FTQR,"Image: C:\Windows\System32\rundll32.exe
RuleName: '-'
Description: Windows host process (Rundll32)
OriginalFileName: RUNDLL32.EXE
TerminalSessionId: 1
ParentCommandLine: '""C:\WINDOWS\system32\cmd.exe"" '
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
ParentProcessId: 3684
ParentUser: DESKTOP-8T2FTQR\CozyBear
LogonGuid: 732A33C0-CB03-69D6-2ADB-010000000000
Hashes: SHA256=4193F529BFF2729769D82CB83EE206D2AF16C59208D6DC5CD8B54CD9C6703A11
ParentProcessGuid: 732A33C0-D129-69D6-A401-000000000800
ProcessId: 4944
CurrentDirectory: C:\Windows\System32\
ProcessGuid: 732A33C0-D1FB-69D6-A801-000000000800
CommandLine: Rundll32.exe  C:\Windows\System32\comsvcs.dll, MiniDump 804 C:\Temp\LSASSdump.dmp
FileVersion: 10.0.26100.7309 (WinBuild.160101.0800)
User: DESKTOP-8T2FTQR\CozyBear
LogonId: '0x1db2a'
IntegrityLevel: High
ParentImage: C:\Windows\System32\cmd.exe
UtcTime: 2026-04-08 22:08:59.173
"
2026-04-08T22:10:52.630014+00:00,LSASS Dump Keyword In CommandLine;Potentially Suspicious Rundll32 Activity;Process Memory Dump Via Comsvcs.DLL,events2/Microsoft-Windows-Sysmon%4Operational.evtx,1,Microsoft-Windows-Sysmon,1,5959,DESKTOP-8T2FTQR,"Image: C:\Windows\System32\rundll32.exe
RuleName: '-'
Description: Windows host process (Rundll32)
OriginalFileName: RUNDLL32.EXE
TerminalSessionId: 1
ParentCommandLine: '""C:\WINDOWS\system32\cmd.exe"" '
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
ParentProcessId: 3684
ParentUser: DESKTOP-8T2FTQR\CozyBear
LogonGuid: 732A33C0-CB03-69D6-2ADB-010000000000
Hashes: SHA256=4193F529BFF2729769D82CB83EE206D2AF16C59208D6DC5CD8B54CD9C6703A11
ParentProcessGuid: 732A33C0-D129-69D6-A401-000000000800
ProcessId: 9484
CurrentDirectory: C:\Windows\System32\
ProcessGuid: 732A33C0-D26C-69D6-B501-000000000800
CommandLine: Rundll32.exe  C:\Windows\System32\comsvcs.dll, MiniDump 804 C:\Temp\LSASSdump.dmp full
FileVersion: 10.0.26100.7309 (WinBuild.160101.0800)
User: DESKTOP-8T2FTQR\CozyBear
LogonId: '0x1db2a'
IntegrityLevel: High
ParentImage: C:\Windows\System32\cmd.exe
UtcTime: 2026-04-08 22:10:52.629
"
2026-04-08T22:11:07.495949+00:00,LSASS Dump Keyword In CommandLine,events2/Microsoft-Windows-Sysmon%4Operational.evtx,1,Microsoft-Windows-Sysmon,1,5964,DESKTOP-8T2FTQR,"Image: C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe
RuleName: '-'
Description: '-'
OriginalFileName: '-'
TerminalSessionId: 1
ParentCommandLine: C:\WINDOWS\system32\OpenWith.exe -Embedding
Product: '-'
Company: '-'
ParentProcessId: 11148
ParentUser: DESKTOP-8T2FTQR\CozyBear
LogonGuid: 732A33C0-CB03-69D6-99DB-010000000000
Hashes: SHA256=C8E1425C88305F836C2EEB78F4318B6B9FF1672C2ED8DC11A61B0FA8520BE2BF
ParentProcessGuid: 732A33C0-D276-69D6-B701-000000000800
ProcessId: 8996
CurrentDirectory: C:\Users\CozyBear\
ProcessGuid: 732A33C0-D27B-69D6-B901-000000000800
CommandLine: '""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ""C:\Temp\LSASSdump.dmp""'
FileVersion: '-'
User: DESKTOP-8T2FTQR\CozyBear
LogonId: '0x1db99'
IntegrityLevel: Medium
ParentImage: C:\Windows\System32\OpenWith.exe
UtcTime: 2026-04-08 22:11:07.482
"
2026-04-08T22:11:57.200300+00:00,LSASS Dump Keyword In CommandLine,events2/Microsoft-Windows-Sysmon%4Operational.evtx,1,Microsoft-Windows-Sysmon,1,5974,DESKTOP-8T2FTQR,"Image: C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe
RuleName: '-'
Description: '-'
OriginalFileName: '-'
TerminalSessionId: 1
ParentCommandLine: C:\WINDOWS\system32\OpenWith.exe -Embedding
Product: '-'
Company: '-'
ParentProcessId: 5528
ParentUser: DESKTOP-8T2FTQR\CozyBear
LogonGuid: 732A33C0-CB03-69D6-99DB-010000000000
Hashes: SHA256=C8E1425C88305F836C2EEB78F4318B6B9FF1672C2ED8DC11A61B0FA8520BE2BF
ParentProcessGuid: 732A33C0-D2AA-69D6-BD01-000000000800
ProcessId: 3896
CurrentDirectory: C:\Users\CozyBear\
ProcessGuid: 732A33C0-D2AD-69D6-BE01-000000000800
CommandLine: '""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ""C:\Temp\LSASSdump.dmp""'
FileVersion: '-'
User: DESKTOP-8T2FTQR\CozyBear
LogonId: '0x1db99'
IntegrityLevel: Medium
ParentImage: C:\Windows\System32\OpenWith.exe
UtcTime: 2026-04-08 22:11:57.199
"
2026-04-08T22:16:19.268028+00:00,Suspicious Process Patterns NTDS.DIT Exfil,events2/Microsoft-Windows-Sysmon%4Operational.evtx,1,Microsoft-Windows-Sysmon,1,5995,DESKTOP-8T2FTQR,"Image: C:\Windows\System32\cmd.exe
RuleName: '-'
Description: Windows Command Processor
OriginalFileName: Cmd.Exe
TerminalSessionId: 1
ParentCommandLine: '""C:\WINDOWS\system32\cmd.exe"" '
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
ParentProcessId: 6968
ParentUser: DESKTOP-8T2FTQR\CozyBear
LogonGuid: 732A33C0-CB03-69D6-2ADB-010000000000
Hashes: SHA256=F682AADDA9DEB654885AE17909380A25F7CB1A43AC0934AC425EE8DE4924C7F3
ParentProcessGuid: 732A33C0-D345-69D6-C501-000000000800
ProcessId: 4508
CurrentDirectory: C:\Windows\System32\
ProcessGuid: 732A33C0-D3B3-69D6-C701-000000000800
CommandLine: cmd.exe  /c ntdsutil ""ac i ntds"" ifm ""create full C:\Windows\Temp\pro"" q q
FileVersion: 10.0.26100.7920 (WinBuild.160101.0800)
User: DESKTOP-8T2FTQR\CozyBear
LogonId: '0x1db2a'
IntegrityLevel: High
ParentImage: C:\Windows\System32\cmd.exe
UtcTime: 2026-04-08 22:16:19.266
"
